Ano, Bloco, Componente, Acao/Servico/Estrategia, Competencia/Parcela, No OB,Data_OB,Valor Total
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC SIA - ATENDIMENTO/ACOMP DE DOENCAS ENDOC/METABOL E NUTRICIONAIS,01 de 12/2016,813248,1/4/16,"1.760,00"
2016,ATENCAO BASICA,PISO DA ATENCAO BASICA VARIAVEL,PROGRAMA DE MELHORIA DO ACESSO E DA QUALIDADE - PMAQ (RAB-PMAQ-SM),01 de 12/2016,812873,1/4/16,"2.200,00"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC SIA - REDESIGNACAO E ACOMPANHAMENTO,01 de 12/2016,,1/4/16,"4.877,34"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC SIA - TRATAMENTOS ODONTOLOGICOS,01 de 12/2016,813247,1/4/16,"9.009,00"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC SIA - ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,01 de 1/2016,813262,1/4/16,"11.200,00"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC SIA - CONSULTAS MEDICAS/OUTROS PROFISSIONAIS DE NIVEL SUPERIOR,01 de 12/2016,813249,1/4/16,"13.857,60"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC SIA - EXAMES DO LEITE MATERNO,01 de 12/2016,813255,1/4/16,"16.187,71"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC SIA - EXAME CITOPATOLOGICO DO COLO DE UTERO,01 de 12/2016,813254,1/4/16,"46.902,50"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,PLANO NACIONAL DE APOIO AS CENTRAIS DE TRANSPLANTES,02 de 12/2016,813102,1/4/16,"50.000,00"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC SIA - SISTEMA DE FREQUENCIA MODULADA PESSOAL - FM,01 de 1/2016,813260,1/4/16,"63.000,00"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC SIA - CADEIRAS DE RODAS,01 de 1/2016,813259,1/4/16,"69.429,00"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC SIA - MAMOGRAFIA PARA RASTREAMENTO (RCA-RCAN PO 0008),01 de 12/2016,813257,1/4/16,"73.260,00"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC SIA - TRATAMENTO EM ONCOLOGIA (RCA - RCAN - PO 0008),01 de 12/2016,813256,1/4/16,"111.040,84"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC AIH - CENTRAL NACIONAL DE REGULACAO DE ALTA COMPLEXIDADE - CNRAC,01 de 12/2016,813246,1/4/16,"121.517,80"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC AIH - CIRURGIA DO APARELHO CIRCULATORIO,01 de 12/2016,813250,1/4/16,"124.955,72"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC SIA - TRANSPLANTE HISTOCOMPATIBILIDADE,01 de 12/2016,812983,1/4/16,"146.625,00"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC SIA - SANGUE E HEMODERIVADOS,01 de 1/2016,813261,1/4/16,"157.696,56"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC SIA - TRATAMENTO DE DOENCAS DO APARELHO DA VISAO,01 de 12/2016,813252,1/4/16,"167.198,05"
2016,VIGILANCIA EM SAUDE,PISO FIXO DE VIGILANCIA SANITARIA - PFVISA,PISO FIXO DE VIGILANCIA SANITARIA PARTE - FNS (PARCELA),03 de 12/2016,813192,1/4/16,"233.629,33"
2016,VIGILANCIA EM SAUDE,VIGILANCIA EM SAUDE,INC.PARA IMPLANT.E MANUT.ACOES SERV.PUBLIC.ESTRAT.DE VIG.(PVVS),02 de 12/2016,812894,1/4/16,"639.000,00"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,"FAEC SIA - TRANSPLANTES DE ORGAOS, TECIDOS E CELULAS",01 de 12/2016,812981,1/4/16,"840.881,66"
2016,VIGILANCIA EM SAUDE,VIGILANCIA EM SAUDE,PISO FIXO DE VIGILANCIA EM SAUDE (PFVS) PARCELA,02 de 12/2016,813356,1/4/16,"1.312.073,52"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,"FAEC AIH - TRANSPLANTES DE ORGAOS, TECIDOS E CELULAS",01 de 12/2016,812980,1/4/16,"3.591.216,91"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC SIA - NEFROLOGIA,02 de 12/2016,812833,1/4/16,"11.584.221,46"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC AIH - OUTRAS CIRURGIAS PLASTICAS/REPARADORAS,01 de 12/2016,813478,4/4/16,"9.281,08"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,"FAEC AIH - CIRURGIA DO APARELHO DIGESTIVO, ORGAOS ANEXOS E PAREDE ABDO",01 de 12/2016,813479,4/4/16,"38.704,10"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL REDE BRASIL SEM MISERIA (BSOR-SM),04 de 12/2016,814577,12/4/16,"33.000,00"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL REDE PSICOSSOCIAL (RSM-CRAC),04 de 12/2016,814572,12/4/16,"100.981,98"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL REDE PREV DIAG TRAT CANCER COLO DE MAMA (RCA-RCAN),04 de 12/2016,814575,12/4/16,"135.685,70"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL REDE SAUDE MENTAL (RSME),04 de 12/2016,814574,12/4/16,"302.860,68"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL LIMITE CONTROLE DO CANCER - PO 00088585,04 de 12/2016,814567,12/4/16,"404.500,50"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL REDE VIVER SEM LIMITES (RDEF),04 de 12/2016,814583,12/4/16,"530.825,96"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL REDE DE URGENCIA (RAU-SOS),04 de 12/2016,814585,12/4/16,"2.861.778,78"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL REDE CEGONHA (RCE-RCEG),04 de 12/2016,814579,12/4/16,"5.203.200,96"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL LIMITE UPA - PO 00098585,04 de 12/2016,814581,12/4/16,"7.000.000,00"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL REDE DE URGENCIA (RAU-HOSP),04 de 12/2016,814569,12/4/16,"9.398.476,85"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL DA MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,04 de 12/2016,814167,12/4/16,"39.444.540,16"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,SERVICOS DE ATENDIMENTO MOVEL AS URGENCIAS SAMU192 (RAU-SAMU)-ESTADUAL,03 de 12/2016,815673,29/04/2016,"11.000,00"
2016,VIGILANCIA EM SAUDE,PISO FIXO DE VIGILANCIA SANITARIA - PFVISA,PISO FIXO DE VIGILANCIA SANITARIA - PARTE ANVISA (PARCELA),02 de 12/2016,816450,29/04/2016,"27.296,00"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,SERVICOS DE ATENDIMENTO MOVEL AS URGENCIAS - SAMU 192 (MAC),03 de 12/2016,815670,29/04/2016,"27.500,00"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC SIA - CIRURGIAS ELETIVAS - COMPONENTE UNICO,12 de 1/2015,816300,29/04/2016,"48.225,00"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,PLANO NACIONAL DE APOIO AS CENTRAIS DE TRANSPLANTES,03 de 12/2016,815663,29/04/2016,"50.000,00"
2016,VIGILANCIA EM SAUDE,PISO FIXO DE VIGILANCIA SANITARIA - PFVISA,REDE NACIONAL DE LABORATORIOS DE VIGILANCIA SANITARIA - FINLACEN (P),02 de 12/2016,816453,29/04/2016,"95.444,45"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC SIA - TRANSPLANTE HISTOCOMPATIBILIDADE,02 de 12/2016,815897,29/04/2016,"120.000,00"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC AIH - CIRURGIAS ELETIVAS - COMPONENTE UNICO,12 de 1/2015,816296,29/04/2016,"140.310,55"
2016,VIGILANCIA EM SAUDE,VIGILANCIA EM SAUDE,INC.AS ACOES DE VIG.PREV  E CONT DAS DST/AIDS E HEPATITE VIRAIS (PVVS),03 de 12/2016,816146,29/04/2016,"190.798,58"
2016,VIGILANCIA EM SAUDE,PISO FIXO DE VIGILANCIA SANITARIA - PFVISA,PISO FIXO DE VIGILANCIA SANITARIA PARTE - FNS (PARCELA),01 de 12/2016,816374,29/04/2016,"233.629,33"
2016,VIGILANCIA EM SAUDE,PISO FIXO DE VIGILANCIA SANITARIA - PFVISA,PISO FIXO DE VIGILANCIA SANITARIA PARTE - FNS (PARCELA),02 de 12/2016,816325,29/04/2016,"233.629,33"
2016,VIGILANCIA EM SAUDE,PISO FIXO DE VIGILANCIA SANITARIA - PFVISA,PISO FIXO DE VIGILANCIA SANITARIA PARTE - FNS (PARCELA),04 de 12/2016,817076,29/04/2016,"233.629,33"
2016,VIGILANCIA EM SAUDE,VIGILANCIA EM SAUDE,INC.PARA IMPLANT.E MANUT.ACOES SERV.PUBLIC.ESTRAT.DE VIG.(PVVS),03 de 12/2016,816037,29/04/2016,"639.000,00"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,"FAEC SIA - TRANSPLANTES DE ORGAOS, TECIDOS E CELULAS",02 de 12/2016,815895,29/04/2016,"813.083,30"
2016,ASSISTENCIA FARMACEUTICA,MEDICAMENTOS DE DISPENSACAO EXCEPCIONAL - CMDE,PROGRAMA DE AQUISICAO DE MEDICAMENTOS EXCEPCIONAIS,03 de 12/2016,815859,29/04/2016,"1.147.226,71"
2016,VIGILANCIA EM SAUDE,VIGILANCIA EM SAUDE,PISO FIXO DE VIGILANCIA EM SAUDE (PFVS) PARCELA,03 de 12/2016,815967,29/04/2016,"1.312.073,52"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL DA MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,04 de 12/2016,816651,29/04/2016,"1.600.500,00"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,"FAEC AIH - TRANSPLANTES DE ORGAOS, TECIDOS E CELULAS",02 de 12/2016,815890,29/04/2016,"4.116.829,03"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC SIA - NEFROLOGIA,03 de 12/2016,815579,29/04/2016,"11.327.787,14"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC SIA - ATENDIMENTO/ACOMP DE DOENCAS ENDOC/METABOL E NUTRICIONAIS,02 de 12/2016,817647,4/5/16,280
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC AIH - TRATAMENTO EM ONCOLOGIA (RCA - RCAN - PO 0008),02 de 12/2016,817650,4/5/16,"2.011,64"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC SIA - SISTEMA DE FREQUENCIA MODULADA PESSOAL - FM,02 de 1/2016,817652,4/5/16,"31.500,00"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC SIA - MAMOGRAFIA PARA RASTREAMENTO (RCA-RCAN PO 0008),02 de 12/2016,817649,4/5/16,"85.635,00"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC SIA - TRATAMENTO EM ONCOLOGIA (RCA - RCAN - PO 0008),02 de 12/2016,817648,4/5/16,"142.077,64"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC SIA - CADEIRAS DE RODAS,02 de 1/2016,817651,4/5/16,"197.978,00"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC AIH - TRATAMENTOS ODONTOLOGICOS,02 de 12/2016,817801,5/5/16,"656,68"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC AIH - CIRURGIA OROFACIAL,02 de 12/2016,817802,5/5/16,"2.623,30"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC SIA - REDESIGNACAO E ACOMPANHAMENTO,02 de 12/2016,,5/5/16,"5.126,18"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC SIA - ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,02 de 1/2016,817808,5/5/16,"8.900,00"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC SIA - TRATAMENTOS ODONTOLOGICOS,02 de 12/2016,817797,5/5/16,"12.180,26"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC SIA - CONSULTAS MEDICAS/OUTROS PROFISSIONAIS DE NIVEL SUPERIOR,02 de 12/2016,817798,5/5/16,"12.933,76"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC AIH - OUTRAS CIRURGIAS PLASTICAS/REPARADORAS,02 de 12/2016,817799,5/5/16,"15.964,80"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC SIA - EXAMES DO LEITE MATERNO,02 de 12/2016,817806,5/5/16,"27.399,15"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC SIA - EXAME CITOPATOLOGICO DO COLO DE UTERO,02 de 12/2016,817805,5/5/16,"35.945,20"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC AIH - CIRURGIA DO APARELHO CIRCULATORIO,02 de 12/2016,817800,5/5/16,"68.697,89"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC AIH - CENTRAL NACIONAL DE REGULACAO DE ALTA COMPLEXIDADE - CNRAC,02 de 12/2016,817796,5/5/16,"84.726,81"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,"FAEC AIH - CIRURGIA DO APARELHO DIGESTIVO, ORGAOS ANEXOS E PAREDE ABDO",02 de 12/2016,817803,5/5/16,"132.484,99"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC SIA - SANGUE E HEMODERIVADOS,02 de 1/2016,817807,5/5/16,"168.587,00"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC SIA - TRATAMENTO DE DOENCAS DO APARELHO DA VISAO,02 de 12/2016,817804,5/5/16,"192.972,12"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL REDE BRASIL SEM MISERIA (BSOR-SM),05 de 12/2016,818396,9/5/16,"33.000,00"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL REDE PSICOSSOCIAL (RSM-CRAC),05 de 12/2016,818500,9/5/16,"100.981,98"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL REDE PREV DIAG TRAT CANCER COLO DE MAMA (RCA-RCAN),05 de 12/2016,818502,9/5/16,"135.685,70"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL REDE SAUDE MENTAL (RSME),05 de 12/2016,818501,9/5/16,"302.860,68"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL LIMITE CONTROLE DO CANCER - PO 00088585,05 de 12/2016,818499,9/5/16,"404.500,50"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL REDE VIVER SEM LIMITES (RDEF),05 de 12/2016,818505,9/5/16,"530.825,96"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL REDE DE URGENCIA (RAU-SOS),05 de 12/2016,818506,9/5/16,"2.861.778,78"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL REDE CEGONHA (RCE-RCEG),05 de 12/2016,818503,9/5/16,"5.203.200,96"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL LIMITE UPA - PO 00098585,05 de 12/2016,818504,9/5/16,"7.000.000,00"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL REDE DE URGENCIA (RAU-HOSP),05 de 12/2016,818395,9/5/16,"9.398.476,85"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL DA MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,05 de 12/2016,818394,9/5/16,"40.051.144,70"
2016,VIGILANCIA EM SAUDE,PISO FIXO DE VIGILANCIA SANITARIA - PFVISA,PISO FIXO DE VIGILANCIA SANITARIA - PARTE ANVISA (PARCELA),03 de 12/2016,820399,19/05/2016,"27.296,00"
2016,VIGILANCIA EM SAUDE,PISO FIXO DE VIGILANCIA SANITARIA - PFVISA,REDE NACIONAL DE LABORATORIOS DE VIGILANCIA SANITARIA - FINLACEN (P),03 de 12/2016,820400,19/05/2016,"95.444,45"
2016,ATENCAO BASICA,PISO DA ATENCAO BASICA VARIAVEL,SAUDE BUCAL - SB,03 de 12/2016,820948,30/05/2016,"2.230,00"
2016,ATENCAO BASICA,PISO DA ATENCAO BASICA VARIAVEL,AGENTES COMUNITARIOS DE SAUDE - ACS,03 de 12/2016,820946,30/05/2016,"4.056,00"
2016,ATENCAO BASICA,PISO DA ATENCAO BASICA FIXO - PAB FIXO,PAB FIXO,04 de 12/2016,820932,30/05/2016,"5.436,00"
2016,ATENCAO BASICA,PISO DA ATENCAO BASICA FIXO - PAB FIXO,PAB FIXO,05 de 12/2016,820933,30/05/2016,"5.436,00"
2016,ATENCAO BASICA,PISO DA ATENCAO BASICA VARIAVEL,SAUDE DA FAMILIA - SF,03 de 12/2016,820947,30/05/2016,"7.130,00"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC AIH - PROTESE MAMARIA - CIRURGIA,03 de 12/2016,821625,31/05/2016,"280,33"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC SIA - REDESIGNACAO E ACOMPANHAMENTO,03 de 12/2016,,31/05/2016,"1.150,02"
2016,ATENCAO BASICA,PISO DA ATENCAO BASICA VARIAVEL,SAUDE BUCAL - SB,04 de 12/2016,822371,31/05/2016,"2.230,00"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC AIH - TRATAMENTO EM ONCOLOGIA (RCA - RCAN - PO 0008),03 de 12/2016,821631,31/05/2016,"2.261,66"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC AIH - REDESIGNACAO E ACOMPANHAMENTO,03 de 12/2016,,31/05/2016,"2.974,59"
2016,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC AIH - CIRURGIA OROFACIAL,03 de 12/2016,821622,31/05/2016,"3.510,45"
2016,ATENCAO BASICA,PISO DA ATENCAO BASICA VARIAVEL,AGENTES COMUNITARIOS DE SAUDE - ACS,04 de 12/2016,822342,31/05/2016,"4.056,00"
